City,State,Year,Median_Income
Bryan city,Texas,2011,31089
Carrollton city,Texas,2011,67602
College Station city,Texas,2011,27648
Corpus Christi city,Texas,2011,44893
Dallas city,Texas,2011,40585
Denton city,Texas,2011,42658
Edinburg city,Texas,2011,47474
El Paso city,Texas,2011,40702
Flower Mound town,Texas,2011,123294
Fort Worth city,Texas,2011,47399
Frisco city,Texas,2011,106232
Garland city,Texas,2011,50198
Grand Prairie city,Texas,2011,49929
Harlingen city,Texas,2011,32714
Houston city,Texas,2011,42877
Irving city,Texas,2011,47266
Killeen city,Texas,2011,42104
Laredo city,Texas,2011,36665
League City city,Texas,2011,84649
Lewisville city,Texas,2011,55913
Longview city,Texas,2011,42196
Lubbock city,Texas,2011,43364
McAllen city,Texas,2011,35348
McKinney city,Texas,2011,81256
Mesquite city,Texas,2011,46983
Midland city,Texas,2011,55497
Mission city,Texas,2011,41624
Missouri City city,Texas,2011,80688
North Richland Hills city,Texas,2011,62152
Odessa city,Texas,2011,50687
Pasadena city,Texas,2011,46623
Pearland city,Texas,2011,83665
Pharr city,Texas,2011,30069
Plano city,Texas,2011,80184
Richardson city,Texas,2011,67064
Round Rock city,Texas,2011,70530
San Angelo city,Texas,2011,39413
San Antonio city,Texas,2011,42613
Sugar Land city,Texas,2011,97068
Temple city,Texas,2011,43963
The Woodlands CDP,Texas,2011,105398
Tyler city,Texas,2011,41448
Waco city,Texas,2011,32246
Wichita Falls city,Texas,2011,42703
Layton city,Utah,2011,73550
Ogden city,Utah,2011,41182
Orem city,Utah,2011,53231
Provo city,Utah,2011,36831
St. George city,Utah,2011,44041
Salt Lake City city,Utah,2011,41588
Sandy city,Utah,2011,70521
West Jordan city,Utah,2011,64899
West Valley City city,Utah,2011,47679
Alexandria city,Virginia,2011,82748
Arlington CDP,Virginia,2011,100735
Centreville CDP,Virginia,2011,93350
Chesapeake city,Virginia,2011,66563
Dale City CDP,Virginia,2011,77443
Hampton city,Virginia,2011,49848
Lynchburg city,Virginia,2011,36627
Newport News city,Virginia,2011,48976
Norfolk city,Virginia,2011,43108
Portsmouth city,Virginia,2011,42647
Richmond city,Virginia,2011,38926
Roanoke city,Virginia,2011,39040
Suffolk city,Virginia,2011,64334
Virginia Beach city,Virginia,2011,64614
Auburn city,Washington,2011,51666
Bellevue city,Washington,2011,83518
Bellingham city,Washington,2011,42892
Everett city,Washington,2011,46257
Federal Way city,Washington,2011,51687
Kennewick city,Washington,2011,51730
Birmingham city,Alabama,2011,28646
Dothan city,Alabama,2011,41492
Hoover city,Alabama,2011,75352
Huntsville city,Alabama,2011,45018
Mobile city,Alabama,2011,40153
Montgomery city,Alabama,2011,43233
Tuscaloosa city,Alabama,2011,34724
Anchorage municipality,Alaska,2011,72813
Avondale city,Arizona,2011,51363
Casas Adobes CDP,Arizona,2011,52641
Chandler city,Arizona,2011,69260
Flagstaff city,Arizona,2011,42551
Gilbert town,Arizona,2011,71207
Glendale city,Arizona,2011,48079
Goodyear city,Arizona,2011,52194
Mesa city,Arizona,2011,44527
Peoria city,Arizona,2011,64864
Phoenix city,Arizona,2011,43960
San Tan Valley CDP,Arizona,2011,49009
Scottsdale city,Arizona,2011,65020
Surprise city,Arizona,2011,51892
Tempe city,Arizona,2011,45518
Tucson city,Arizona,2011,35362
Yuma city,Arizona,2011,41457
Fayetteville city,Arkansas,2011,34393
Fort Smith city,Arkansas,2011,33846
Jonesboro city,Arkansas,2011,34245
Little Rock city,Arkansas,2011,40976
Springdale city,Arkansas,2011,36909
Alameda city,California,2011,66781
Alhambra city,California,2011,53233
Anaheim city,California,2011,56858
Antioch city,California,2011,66289
Apple Valley town,California,2011,51258
Arden-Arcade CDP,California,2011,38881
Bakersfield city,California,2011,51667
Baldwin Park city,California,2011,49664
Bellflower city,California,2011,42209
Berkeley city,California,2011,61351
Buena Park city,California,2011,64754
Burbank city,California,2011,64147
Camarillo city,California,2011,78669
Carlsbad city,California,2011,77677
Carson city,California,2011,71263
Chico city,California,2011,35990
Chino city,California,2011,59749
Chino Hills city,California,2011,93736
Chula Vista city,California,2011,59585
Citrus Heights city,California,2011,49983
Clovis city,California,2011,61870
Compton city,California,2011,39234
Concord city,California,2011,60391
Corona city,California,2011,80557
Costa Mesa city,California,2011,61136
Daly City city,California,2011,66922
Davis city,California,2011,55702
Downey city,California,2011,53202
East Los Angeles CDP,California,2011,34055
El Cajon city,California,2011,43540
Elk Grove city,California,2011,73250
El Monte city,California,2011,33829
Escondido city,California,2011,43661
Fairfield city,California,2011,64059
Florence-Graham CDP,California,2011,37477
Folsom city,California,2011,87349
Fontana city,California,2011,64202
Fremont city,California,2011,92655
Fresno city,California,2011,40533
Fullerton city,California,2011,65648
Garden Grove city,California,2011,55508
Glendale city,California,2011,47647
Hawthorne city,California,2011,42723
Hayward city,California,2011,56332
Hemet city,California,2011,29679
Hesperia city,California,2011,42298
Huntington Beach city,California,2011,75336
Indio city,California,2011,41082
Inglewood city,California,2011,37999
Irvine city,California,2011,87484
Lake Forest city,California,2011,100748
Lakewood city,California,2011,69610
Lancaster city,California,2011,47198
Livermore city,California,2011,97047
Long Beach city,California,2011,51214
Los Angeles city,California,2011,46148
Lynwood city,California,2011,41875
Manteca city,California,2011,53037
Menifee city,California,2011,56735
Merced city,California,2011,38546
Milpitas city,California,2011,87371
Mission Viejo city,California,2011,89727
Modesto city,California,2011,41863
Moreno Valley city,California,2011,53018
Mountain View city,California,2011,86460
Murrieta city,California,2011,72496
Napa city,California,2011,55719
Newport Beach city,California,2011,96918
Norwalk city,California,2011,54411
Oakland city,California,2011,50500
Oceanside city,California,2011,55620
Ontario city,California,2011,49713
Orange city,California,2011,70523
Oxnard city,California,2011,58090
Palmdale city,California,2011,50394
Palo Alto city,California,2011,119124
Pasadena city,California,2011,72265
Perris city,California,2011,36229
Pittsburg city,California,2011,54175
Pleasanton city,California,2011,120437
Pomona city,California,2011,47229
Rancho Cordova city,California,2011,48452
Rancho Cucamonga city,California,2011,70836
Redding city,California,2011,40475
Redlands city,California,2011,66577
Redondo Beach city,California,2011,97547
Redwood City city,California,2011,77561
Rialto city,California,2011,45415
Richmond city,California,2011,51652
Riverside city,California,2011,51331
Roseville city,California,2011,75184
Sacramento city,California,2011,47908
Salinas city,California,2011,44387
San Bernardino city,California,2011,35118
San Buenaventura (Ventura) city,California,2011,62971
San Diego city,California,2011,60797
San Francisco city,California,2011,69894
San Jose city,California,2011,76593
San Leandro city,California,2011,60703
San Marcos city,California,2011,44339
San Mateo city,California,2011,80248
San Ramon city,California,2011,121756
Santa Ana city,California,2011,51264
Santa Barbara city,California,2011,60599
Santa Clara city,California,2011,87015
Santa Clarita city,California,2011,78738
Santa Maria city,California,2011,50532
Santa Monica city,California,2011,66747
Santa Rosa city,California,2011,60730
Simi Valley city,California,2011,88654
South Gate city,California,2011,37385
Stockton city,California,2011,44310
Sunnyvale city,California,2011,93836
Temecula city,California,2011,66869
Thousand Oaks city,California,2011,96943
Torrance city,California,2011,73744
Tracy city,California,2011,67105
Turlock city,California,2011,49283
Tustin city,California,2011,77827
Union City city,California,2011,73004
Upland city,California,2011,59780
Vacaville city,California,2011,71743
Vallejo city,California,2011,51988
Victorville city,California,2011,45847
Visalia city,California,2011,52194
Vista city,California,2011,41599
Walnut Creek city,California,2011,86613
West Covina city,California,2011,63895
Westminster city,California,2011,52498
Whittier city,California,2011,69106
Yorba Linda city,California,2011,111379
Yuba City city,California,2011,48452
Arvada city,Colorado,2011,65063
Aurora city,Colorado,2011,49593
Boulder city,Colorado,2011,57112
Centennial city,Colorado,2011,80288
Colorado Springs city,Colorado,2011,50945
Denver city,Colorado,2011,47371
Fort Collins city,Colorado,2011,51676
Greeley city,Colorado,2011,42543
Highlands Ranch CDP,Colorado,2011,100593
Lakewood city,Colorado,2011,53210
Longmont city,Colorado,2011,58619
Loveland city,Colorado,2011,46467
Pueblo city,Colorado,2011,32742
Thornton city,Colorado,2011,62144
Westminster city,Colorado,2011,61503
Bridgeport city,Connecticut,2011,35379
Danbury city,Connecticut,2011,64974
Hartford city,Connecticut,2011,29169
New Britain city,Connecticut,2011,35357
New Haven city,Connecticut,2011,33526
Norwalk city,Connecticut,2011,67888
Stamford city,Connecticut,2011,75454
Waterbury city,Connecticut,2011,41593
Wilmington city,Delaware,2011,38325
Washington city,District of Columbia,2011,63124
Alafaya CDP,Florida,2011,61093
Boca Raton city,Florida,2011,65120
Boynton Beach city,Florida,2011,41769
Brandon CDP,Florida,2011,52354
Cape Coral city,Florida,2011,47478
Clearwater city,Florida,2011,34662
Coral Springs city,Florida,2011,57839
Davie town,Florida,2011,53082
Deerfield Beach city,Florida,2011,35713
Deltona city,Florida,2011,40532
Fort Lauderdale city,Florida,2011,46145
Fort Myers city,Florida,2011,36560
Gainesville city,Florida,2011,30143
Hialeah city,Florida,2011,27208
Hollywood city,Florida,2011,42494
Jacksonville city,Florida,2011,44802
Kendall CDP,Florida,2011,51442
Lakeland city,Florida,2011,36046
Largo city,Florida,2011,38427
Lauderhill city,Florida,2011,41196
Lehigh Acres CDP,Florida,2011,38796
Melbourne city,Florida,2011,36047
Miami city,Florida,2011,28536
Miami Beach city,Florida,2011,39161
Miami Gardens city,Florida,2011,36735
Miramar city,Florida,2011,60851
Orlando city,Florida,2011,40275
Palm Bay city,Florida,2011,43020
Palm Coast city,Florida,2011,45889
Pembroke Pines city,Florida,2011,54766
Plantation city,Florida,2011,66193
Pompano Beach city,Florida,2011,34560
Port St. Lucie city,Florida,2011,46916
Riverview CDP,Florida,2011,65541
St. Petersburg city,Florida,2011,40881
Spring Hill CDP,Florida,2011,41116
Sunrise city,Florida,2011,43588
Tallahassee city,Florida,2011,38607
Tampa city,Florida,2011,40073
Town 'n' Country CDP,Florida,2011,45418
Weston city,Florida,2011,94214
West Palm Beach city,Florida,2011,46380
Albany city,Georgia,2011,26311
Athens-Clarke County unified government (balance),Georgia,2011,28554
Atlanta city,Georgia,2011,43903
Augusta-Richmond County consolidated government (balance),Georgia,2011,39040
Columbus city,Georgia,2011,37333
Johns Creek city,Georgia,2011,111036
Macon city,Georgia,2011,24824
Roswell city,Georgia,2011,66044
Sandy Springs city,Georgia,2011,58031
Savannah city,Georgia,2011,36760
Warner Robins city,Georgia,2011,37262
Urban Honolulu CDP,Hawaii,2011,53614
Boise City city,Idaho,2011,41474
Meridian city,Idaho,2011,56810
Nampa city,Idaho,2011,37435
Arlington Heights village,Illinois,2011,76558
Aurora city,Illinois,2011,62461
Bloomington city,Illinois,2011,59011
Bolingbrook village,Illinois,2011,71474
Champaign city,Illinois,2011,32965
Chicago city,Illinois,2011,43628
Cicero town,Illinois,2011,39557
Decatur city,Illinois,2011,39841
Elgin city,Illinois,2011,56337
Evanston city,Illinois,2011,60033
Joliet city,Illinois,2011,56993
Naperville city,Illinois,2011,110131
Palatine village,Illinois,2011,63756
Bayamón zona urbana,Puerto Rico,2011,23405
Mayagüez zona urbana,Puerto Rico,2011,13498
St. Louis city,Missouri,2012,31997
Toms River CDP,New Jersey,2012,61929
High Point city,North Carolina,2012,43535
Midland city,Texas,2012,61602
Pharr city,Texas,2012,29900
McAllen city,Texas,2012,46072
Sugar Land city,Texas,2012,113465
Tulsa city,Oklahoma,2012,40440
Philadelphia city,Pennsylvania,2012,35386
Cranston city,Rhode Island,2012,58992
Edmond city,Oklahoma,2012,70199
Santa Fe city,New Mexico,2012,47348
Albany city,New York,2012,42830
New York city,New York,2012,50895
Cincinnati city,Ohio,2012,30188
Laredo city,Texas,2012,36970
Fort Worth city,Texas,2012,50750
Renton city,Washington,2012,56978
Federal Way city,Washington,2012,49976
Bellevue city,Washington,2012,91449
Killeen city,Texas,2012,43074
San Antonio city,Texas,2012,45524
Ogden city,Utah,2012,39412
Salem city,Oregon,2012,46479
Warwick city,Rhode Island,2012,61453
Providence city,Rhode Island,2012,33989
Pawtucket city,Rhode Island,2012,43504
Knoxville city,Tennessee,2012,32191
Franklin city,Tennessee,2012,83365
Erie city,Pennsylvania,2012,33271
Eau Claire city,Wisconsin,2012,39376
Kansas City city,Missouri,2012,41877
Missoula city,Montana,2012,42134
Henderson city,Nevada,2012,61404
Rochester city,New York,2012,30769
Buffalo city,New York,2012,30422
Greenville city,North Carolina,2012,30566
Raleigh city,North Carolina,2012,53653
North Richland Hills city,Texas,2012,62139
Atascocita CDP,Texas,2012,73668
Lubbock city,Texas,2012,39911
Allen city,Texas,2012,107064
Portsmouth city,Virginia,2012,42487
West Valley City city,Utah,2012,48518
Salt Lake City city,Utah,2012,42827
Millcreek CDP,Utah,2012,56345
Medford city,Oregon,2012,43898
Mount Pleasant town,South Carolina,2012,68356
Nashville-Davidson metropolitan government (balance),Tennessee,2012,43399
Manchester city,New Hampshire,2012,54644
Nashua city,New Hampshire,2012,64359
Las Cruces city,New Mexico,2012,40768
Rio Rancho city,New Mexico,2012,60512
New Rochelle city,New York,2012,66656
Cheektowaga CDP,New York,2012,46222
Mount Vernon city,New York,2012,45434
Greensboro city,North Carolina,2012,39336
Odessa city,Texas,2012,51948
Dale City CDP,Virginia,2012,85492
Norfolk city,Virginia,2012,42644
Hampton city,Virginia,2012,47472
Arlington CDP,Virginia,2012,100474
Arlington city,Texas,2012,51285
McKinney city,Texas,2012,79171
Vancouver city,Washington,2012,45718
Guaynabo zona urbana,Puerto Rico,2012,36743
Independence city,Missouri,2012,44049
O'Fallon city,Missouri,2012,76566
Jersey City city,New Jersey,2012,56794
Fayetteville city,North Carolina,2012,44322
Newport News city,Virginia,2012,47476
Lynchburg city,Virginia,2012,36912
Centreville CDP,Virginia,2012,105851
Alexandria city,Virginia,2012,81160
Oshkosh city,Wisconsin,2012,45587
Trenton city,New Jersey,2012,31311
Yonkers city,New York,2012,55298
Parma city,Ohio,2012,47541
Lorain city,Ohio,2012,33940
Broken Arrow city,Oklahoma,2012,61917
Spokane city,Washington,2012,40925
Spokane Valley city,Washington,2012,46983
Garland city,Texas,2012,49652
Richardson city,Texas,2012,71082
Harlingen city,Texas,2012,30345
Bryan city,Texas,2012,41677
Temple city,Texas,2012,50437
Sioux Falls city,South Dakota,2012,48261
Charleston city,South Carolina,2012,49266
Racine city,Wisconsin,2012,38034
Milwaukee city,Wisconsin,2012,34042
Kenosha city,Wisconsin,2012,50455
St. Joseph city,Missouri,2012,38478
Clifton city,New Jersey,2012,64662
Fargo city,North Dakota,2012,45360
Edinburg city,Texas,2012,44656
Virginia Beach city,Virginia,2012,61626
Beaverton city,Oregon,2012,51801
Bend city,Oregon,2012,52796
Rock Hill city,South Carolina,2012,39296
North Charleston city,South Carolina,2012,38258
Bayamón zona urbana,Puerto Rico,2012,23625
Madison city,Wisconsin,2012,51180
Billings city,Montana,2012,46914
Passaic city,New Jersey,2012,35068
Gastonia city,North Carolina,2012,42743
Asheville city,North Carolina,2012,43423
Toledo city,Ohio,2012,31655
San Angelo city,Texas,2012,43980
Austin city,Texas,2012,52453
Kent city,Washington,2012,53404
Auburn city,Washington,2012,49996
Yakima city,Washington,2012,40693
Allentown city,Pennsylvania,2012,36158
Pittsburgh city,Pennsylvania,2012,39884
Ponce zona urbana,Puerto Rico,2012,16451
Carolina zona urbana,Puerto Rico,2012,30419
Caguas zona urbana,Puerto Rico,2012,21428
Union City city,New Jersey,2012,39890
Paterson city,New Jersey,2012,32416
Jacksonville city,North Carolina,2012,41396
Charlotte city,North Carolina,2012,50950
Akron city,Ohio,2012,32645
Norman city,Oklahoma,2012,49210
Richmond city,Virginia,2012,38185
Seattle city,Washington,2012,64473
Carrollton city,Texas,2012,66329
Dallas city,Texas,2012,41354
Round Rock city,Texas,2012,70896
Suffolk city,Virginia,2012,65394
Tyler city,Texas,2012,41210
College Station city,Texas,2012,32339
Corpus Christi city,Texas,2012,49336
Lawton city,Oklahoma,2012,43683
Green Bay city,Wisconsin,2012,38579
Lincoln city,Nebraska,2012,48070
Elizabeth city,New Jersey,2012,39937
Camden city,New Jersey,2012,25681
Winston-Salem city,North Carolina,2012,37592
Oklahoma City city,Oklahoma,2012,43352
Roanoke city,Virginia,2012,37890
Chesapeake city,Virginia,2012,65562
Mission city,Texas,2012,36208
